know a lot of bitch niggas who got guns.These niggas look like models wit they guns. Run down on a nigga wit no gun. Bitch when you see me nigga dont run.,0
Why dont you shut your mouth and stop trying to cock block good man from continuing their lives you scum bag. Youre the type of stage five Clinger male that me and my girlfriends avoid like the plague. Disgusting.,0
"Chimpay, un pueblo con mucho feminismo, pero de cartn",0
"wtf....cuidala mucho, ahora es un buen momento para que entienda que no es bueno ese ""empoderamiento""",1
No. I don't actually hate every women lmao. Can't take every shit on twt seriously,1
"women spend their twenties riding the cock carousel and then ""return to Christ"" and pretend like they aren't whores lmfao",1
"You might say that, she grinned. Asses are the best non-penetrating part of the humanand sometimes non-humanbody. Another superpowered spank to the womans ass.",1
I'm not here to convince you that you're wrong or right. I'm saying I'm free to believe men that are born men are men and women that are born women are women and I shouldn't be labeled as a transphobic because I feel this way.What happened to freedom of speech?,0
Jesus! Fuck this year. Im so sorry. :/,0
"Monedero es un virgen hablando de follar. Un terico de Universidad, que vive de hacerse pajas mentales en bucle. Algo que cuela con los estudiantes. Pero hablar de follar no es follar. Por eso, en cuanto se cruza con una mujer como Etxebarra... no le dura ni un segundo.",1
They must be hearing it from Trump Towers. That's PROVEN Rape Land.,0
"Acabo de leer algo bellsimo para las que dicen que las mujeres no pueden ser victimarias. Sealan que la aquella mujer que es violenta o sexualemente abusiva no puede ser una ""mujer real"" puesto que la violencia sexual es leda como un continuum de la masculindad.",1
Si nadie hiciera nada no tendran tendran derecho a voto. Estamos muchos ms avanzado en estos temas que en otros lugares del mundo. En telegram hay varios canales de otros lugares donde las mujeres son abusadas o torturadas.,1
"En vuestras casas tambin tenis esa tradicin de mierda en la que las mujeres os sentis en el lugar ms ""accesible"" de la mesa para ser vosotras las que os levantis a recoger, a cambiar los platos...?",1
I remember this one time when I just started form and I was wearing shorts with tights and long boots and a teacher looked me up and down and said thats a bit risky you look like a prostitute. Stop sexualising kids.,1
"limpiaban las mujeres a las que hoy se les ""obsequia"" con una limosna de pensin, por no haber cotizado en su da.",0
He's manspreading to air out the boys,0
Undisputed Bad Ass!,0
"Don't do it Please...biggest mistake. l ever made.Don't even bother.Some women have suffered near blindness.The mirena causes fluid in the brain with no were to go.So it goes on to damage the optic nerves in the eyes.I was lucky, mine was caught early.The was coil removed.",0
"this weekend i'm going over my parents house and i'm so fucking hypedwhy? well as some of you may know i was a repressed emo back then, and my room was a poorly intent to show it, a very poor one.and my parents haven't touched anything from my room in this past years",0
Eso es violar la ley no voluntad poltica..... Corruptos,0
"Tu sabes contar hasta ???...8 fueron los terroristas que intentaron asesinar a MUJERES y a sus novios Guardia civiles en Alsasua....1, , , ,......",0
Who needs women when sissies never say no and are always ready to go no matter what you can do any thing you want to us sissies slap us spank us torture us use us as cumdumps tie us up anything you want we all love it know matter what,1
Que delicia de socialismo hein . ?,0
On a nature reserve as well. The community were completely ignored a man on twitter shared some weeks ago. Paving the way for multi billion pound orgs,0
Except for the human you murdered. All in the name of whoring yourselves out. Good job feminists,1
I hate to hear it learn so you can cook for your husband. I have seen this happen to females in my family. It's like saying you are only going to be worthy if you can do this or this is the only reason you need to know how to cook. How about learn so you can cook.,1
Sos valiente por contarlo!! Fuerzas te mando un abrazo y yo te creo.,0
"En vela quedaste varios das, despus de que la fuerza de cuasimodo (LAFC) fuera proyectada en un poderoso volado de derecha dispuesto a eliminar tus muelas, hace casi aos en el Luis Pirata Fuente.",0
"SWITCH ON YOUR CAMS NOW TOTALLY FEKKING NAKED. Tonight, late pm GMT - am with fetish promoter . Get your cock out, , , LIVE ON CAMERA. Escape the lockdown and have some .",0
"You realise that the vast majority of women are responsible people who do not sleep around, right?",0
"rebelde, espaol, soda stereo, mujer fuerte e decidida",0
a solid % of types were so twitchy about it because they didn't really want to be menthis includes me,0
"You really dont look after yourself for a ""model""... You getting fat, your hair untidy. You look used.. Almost like a prostitute... Give it up... Find a new career",1
Im a woman so I see this stuff and I understand your argument but I feel like saying the white men that do cruel inhumane things to women and people shouldnt be glossed over if youre comparing the races Im not a racist by any means women hate men stems from men kill us every,1
Like older men making him dance and sodomize him?,0
no existe el hembrismo ajsbskbska no estoy % infromado del tema pero te aseguro que no existe owo,1
"Islam: mother, mother, mother, father.Feminism: all equal.Islam is incompatible with feminism.Actually Against Women's",1
"saber todo lo q le cost llegar hasta ac y poder ver todo lo que esta creciendo me llena de orgullo, se merece todo lo mejor del mundo por todo el esfuerzo que le pone a su carrera &lt;3",0
The post is men being surprised that women can deep conversations about football . It shouldnt be a surprise anymore but here we are....,1
"Kudos to you Ma'am! Indeed you have been inspiration for youth, specifically for women who aspires to be the part of civil service. The empowered woman is powerful beyond measure and beautiful beyond description. Regards",0
"/5 It is evident that you don't know what it takes to achieve a doctorate or any other advanced degree, nor do you understand the lack of respect that women have had and continue to deal with in academia and in all kinds of work and community settings.",0
"Jajajajaja. Yo respeto , pero yo no me promociono as . No soy mojigata nononono. Pero la neta del planeta esos rollos no me gustan",0
Pero que demoras ms to hijo de la perra,0
"Get those ladies available to substitute! I think anyone protesting should be made available for any public facing job - dont have a degree, they can be on call for covid absences at Taco Bell or Walmart - this is how we open back up!",0
Nah how did some guy ask my girl to be friends with benefits and she goes..Benefits? Like universal credit??,1
Despus de unas fiestas no cuentes con las seoritas del Madrid ni del Barcelona. Los legionarios del Cholo son otra cosa.,0
serass zorra encima poniendolo aqui en las redes t odio,1
"Yo dira, el Gilipollas del da.Mucho llenarse la boca de feminismo, igualdad, cambio climtico u dems zarandajas; pero no les preocupa ni el paro, la miseria,hambre y muerte que estn ocasionando con sus decisiones.Son genocidas, cnicos y falsos; slo siguen la agenda .",1
"no le queda una a soldano, la puta madre",0
Herbert has passing attempts with yards. tells me coaches have no idea how to how him but with short passing attempts also explain why we can't move the ball it also doesn't help that Lynn &amp; Steichen want to keep the ground and pound run game even if they lose yards,0
"No? Well, thats a shame. Cause Im bettin on this fat fuckin stick right here.~She slapped the rod against Skadis face, the turgid rod of fuckmeat bouncing against her cheeks.Open wide, slut-queen. For your Knight.~",1
"hay una relacin entre la testosterona y el tamao de esos dedos segn tengo entendido, los hombres tendemos a tener el anular ms largo que wl ndice, las mujeres tienden a tenerlos iguales",0
Rusia ve en el reconocimiento del Shara como marroqu por EEUU una violacion del Derecho Internacional va,0
"Todava no supero a ste hombre....es que aparte de ser un pibonazo, como acta y su papel de Ragnar merece un premio, hay actores que se meten tan bien en el papel y lo bordan tanto que no te les imaginas actuando con otro personaje",0
martin if youre reading this you look like a cunt even before you speak,1
My cousins cowboy friend came to breakfast this morning and hes now mansplaining his classic truck and his cowboy hat to me and Im *smitten*,0
Rat and skank,1
"Con respecto a mi hermana y ayer voy a citar siempre la frase que y yo decimos a diario ""mucho feminismo pero mal llevao""",1
Dont treat me like a prostitute unless youre giving me some money makin sure I look cute,0
Con nosotros una mujer diferente de libre pensamiento y emprendedora! Dos Tipos y Una Tipa - Ep. episode of Dos Tipos el Podcast,0
"If thats my child being hit, Im coming down to the field to sodomize him (the coach). Maybe thatll teach him to chill out",0
Bueno te voy a contestar lo de la pala. El feminismo quiere que las mujeres agarren la pala porque justamente forma parte de la equidad.Si hoy en da hay ms albailes hombres es porque justamente el feminismo no est presente. Si el feminismo estuviera habra /50.,0
"Jajja no soy Marimacho, soy Anavarza.",0
I just feel that some men have learned they can launder their misogyny through critiques of liberal feminism but as a non-liberal its obvious to me who the strongest vitriol is reserved for.,1
"So if you lost any belief in the Bible, would you want to rape?",0
"I understand &amp; appreciate that trans identified people face discrimination, and that there should be (as there are already) legal measures to counter that.I don't agree that co-opting protections afforded to women best supports trans folk, moreover it negatively impacts women.",0
Gran Torino lo escribi Isabel Coixet pero se dej el guin en el metro y lo cogi Clint Eastwood que estaba casualmente all haciendo manspreading.,1
"Mujer sumisa, obediente, respetuosa, servicial",1
"Que no podamos entender a las mujeres las vuelve ms atractivas, estn usando sus artes, te obligan a usar tu inteligencia, activar nuestras neuronas espejo",1
"Coludidos para reprimir,. asesinar, violar los DD.HH; estos son verdaderos delincuentes.Urge un cambio radical.",0
Free woman vs bond woman,0
"Met this Og today and he said the only way youll understand a chick, is coming from a woman themselves and honestly thats free game for all dudes out there cause ive had some tell me what selfies to post, wear this type of cologne, etc. etc. and it worked.",1
"?, Qu onda pa? Tu mam bien en casa? Ya le dej de pegar tu viejo?, Tus tas? Tu abuela? Tu hermana?.. una suerte de hijo tienen, sos un crack la verdad, MUY BUENAS las mujeres de tu familia eh.Como se nota que te falta pija como para bardear a minas man",1
"No me digas, en q estoy obstaculizando dicha investigacion? si hablamos d pruebas sobre el narco gobierno las hay d sobra. Corrupcion, robo, asesinatos trfico d drogas robo multi millonario a PDVSA preguntale a la era glfa d la cilita cuantos millones d euros tienen sus....",0
WEY TE DIJE!!!! Alv los vatos ya! Mujer empoderada autosuficienteAh te gacho,0
"I suppose even retards would have gotten it by now. You are not a victim, you preordered a game, it was your choice is not like cdpr stole your credit card. You didn't like it? It didn't work on your platform? There you go, unconditional full refund. WTF you want?",0
Es sencillo es o ests con nosotras o ests en nuestra contra y como ir encontrar del feminismo es pecado capital q mejor q decir q odias a las mujeres y al Yo si q le tengo % odio al feminismo y como no te imaginas y justificado por el dao q nos est haciendo al hombre,1
Si si alguna lagartona falta por ah,1
Already had the rona like so many people I know recently. How will they force those of us who have had it to take a vaccine we dont need? I agree though. The Gates have a history of sterilizing women. Why would this be any different?,0
"Wow, a biology lesson from an asset manager, some prime mansplaining there.",1
"is never a good defense unless someone literally says ""all"".",0
"He subido una serie de historias a instagram, maravillosas por cierto, y varios hombres me han saltado con un . Es por ello, que para quien le interese, recomiendo la lectura de este artculo No apto para machistas sensibles.",0
"For all those in the GOP who found their bottoms finally with trump, you have a mother whos Vagina you gave that predator permission to grab. If you support him until now, you need to be contrite to every woman in your lives. FOREVER",1
WHORE !!!!!!!!!!!!!!!!!!!!,1
"Si, los tiene locos a ellos y a todos,porque ah me parece a m que no hay nadie al volante. Lo siento pero esa mujer no est haciendo las cosas bien,y no escucha a nadie.",0
Mi mam: vi en yt que la reina Isabell era lagartonaYo: ??????Tambien yo: No era reptiliana o algo asMam: por esoo es lo mismoooo,0
juez que pidi la absolucin de absuelve a un hombre de abusar sexualmente de una nia de aos porque el acusado deca que siempre inventaba historias La acusacin particular peda aos de prisin.,1
if there's so much difference between men and women why do you guys preach equality so much. it seems like you revel in your differences. and her art is splendid but the wojacks are just not my style.,1
"In March this year, was not celebrated in full because the pandemic was on the rise. However, at , we remain committed towards across the island and to increase the participation of in .",0
"Misses the point. Her look are irrelevant to her ability/talent to do the Saturday radio show and write a book.No one's arguing that looks are not still a shallow part of presenting, but you entirely misunderstand if you think that this affects men equally here.",1
Madre que me gustara follar!! Yo con gusto hee,1
"If you ever see a woman start to take off her earrings, her good ring, and her friend gave her a few rings to wear in a public place you either need to run or grab some popcorn, because its about to turn Jerry Springer real quick.",1
y cuando las zorras van a hacer un banderazo antes de jugar con las zorras del desierto? no que supuestamente son clsicos el par de weonas?,1
naci princesa xk zorras ya haba muxas,1
"Vuestros padres tmbn eran pibones de jovenes?? Mi madre era (y es) una diosa acho, vaya curvas y vaya culo guarra",1
"Pos yo tengo la voz hecha una escoria, an as me simpearias?",0
Zorra no se pero guarra eres pa un rato,1
I am sure ALL THE REPUBLICAN FEMALE FAMILY MEMBERS ARE PROUD THAT YOU SUPPORT A MAN WHO OPENLY BELIEVES IT IS OK TO GRAB A WOMAN ANYWHERE ON THEIR BODY ESPECIALLY IF YOU ARE FAMOUS OR RICH &amp; INTENTIONALLY SEPARATE INNOCENT CHILDREN FROM THEIR PARENTS,1
Porque no nos representis. Pero quin coo os pensis que sois? Que habis descubierto vosotras el feminismo? El dao que estis haciendo a las mujeres es irreparable. Con vuestras mamarrachadas este pas ha bajado puestos en igualdad en los ltimos dos aos.5!!,1
"Y te ests columpiado mucho!! Yo nunca grit nada an sabiendo que era una mentirosa. Te ests pasando y no te lo voy a consentir. Miente sobre lo que hace el feminismo y lo que no que se te da muy bien, pero sobre mi ten cuidado",0
Lol sijui if i date crazy woman but there is this one who used to spank me mpaka najam,0
Pues si pero si educas a las goril se acaba el movimiento hembrismo,1
"La nueva de es la mejor manera de mantener tu piel protegida e hidratada. Adems, aclara visiblemente tus manchas en tan slo das! Prubala!",0
"And you are right, the probleme is the war between left and right while if they work together they can do great things, the equality need freedom and freedom need equalityRight have many things to help peopleLeft have the humanity who can gain great things to improve society",0
Fuck yall lil ugly ass,1
"he thinks this is great? people like this guy are the problems of the world, call me a snowflake all you like but i know the line between having a joke and purely being sexist.i think its give that bra a pay rise thats pissing me off. look at pornography all you like but -",1
BREAKING: Suspect arrested in very violent killing of pregnant woman stabbed more than times [Prosecutor],1
"no entiendo que verga les cuesta a los departamentos subir las calificaciones a tiempo, tipo obligas a tus profesores a calificar exmenes en das para que las subas semanas despus ?",0
"Los hbitos, que se traducen en estadsticas. Cuntas mujeres acusadas de instigacin de homicidio agravada por haber abortado conocs? Acusaras de eso a una mujer que abort?",1
Condenan a la mujer juzgada por el chumino rebelde por un delito contra los sentimientosreligiosos,0
Me risa que las feministas vivan diciendo ''falocentrismo'' y no ''androcentrismo'',1
NOT ME BEING A SLOPPY WHORE ON NEW YEARS,0
They really do be tempting me to take it though frrr,0
"I got blocked...not sure if OP can see this, but Im sorry if I offended. Was trying to learn. Was interested in the components of the abortifacients bc Im a doc and hx of womens care is important. Dont know what I said to upset ppl, but Im sorry I did.",0
"you cant stay feminism in its entirety goes against islam, but there needs to be a discussion about women's rights among muslims. currently, the way women are being treated, goes against islam.",1
Homer is driving drunk and has collided with a woman scientist,0
And yes cheaters do win. That's why they cheat. And their ignorant ass-kissing sycophants lap at his ass.....just like you are doing now.,0
El machismo no entiende que la mujer NO ES SUMISA DEL HOMBRE,1
"Shhhhhhhhh, Si es mujer no es acoso sexual, me lo dijo una feminista",1
You aint answer my question whore. Whats the third song on whole lotta red. Im genuinely wondering,1
The patriarchy really is cold blooded. Hot blooded? Stingy bastards. Thats it.,0
Fuck off mary u arl slag u will snuff it next week anyway,1
"Hoy me dijeron esto: como es que andas tan feliz si acabas de terminar con tu novioMi respuesta: ya llor lo que tena que llorar y el mundo no se acaba por un hombre, esperas que ande en depresin por eso? Duramos dos aos pero si no se dio, no se dio... Estuve bien?",0
"Q: What did the dumb blonde say when told that ""Scheherezade"" was composed by Rimsky-Korsakov ?A: ""Why'd his mom choose to call him Rimsky of all names ?!!?""",1
misandry isnt real and stop shaming mlm for attraction to men because its homophobic along with shaming trans men for being men is transphobic as well are two arguments that can coexist,0
Yyy con las cosas q dice se merece eso y mas,0
"Me: No one can make fun of my friends! No one!!!Also Me, while playing games with said friends: YOU SLIMY BITCH-",0
One thing fasho ima sing to my girl. Have a Whole concert for ya Lil baybee,0
"todas nos unamos por el bien de las ms vulnerables. En Argentina las nicas muertas debern ser la culpa y la vergenza. Respeto las opiniones opuestas, pero hay una emergencia que predomina. No ms mujeres muertas en este contexto.",0
Me cae mal esa hueona mojigata se hace la linda pero es una arpa de lo peor ..,1
"| la poesa ha sido la va para exponer los sentimientos, las emociones y los recuerdos de una persona a manera, as como lo hace Juana Peate, una mujer poeta que, con sus escritos, habla de sus races. Te invitamos a conocer su obra",0
"Liar and sexist, as all feminists. Misandry is far more worst than misoginy nowadays and women are celebrated and overrated even if they do not deserve at all, many deserve just scorn and shame.",1
Ven el dao que est haciendo el feminismo?,1
"Candela, de Filosofa. Raquel, de administracin, Doscientos setenta euros al mes, la factura que abono yo en exclusiva porque su madre dice que no tiene.Muchos soportamos las cargas y tareas de una casa y a cambio tenemos mujeres y ex que solo saben el nombre del pediatra.",0
Do you think the biggest crisis in masculinity and damage to society is men having to settle for women who have had more sexual partners than them?,1
"I've long condemned Bush/Cheney over the invasion of Iraq. It's unforgivable &amp; the damage is irreparable. Trump violates women, and he has installed 's of radical State/district judges whose goal is to punish women &amp; girls, &amp; now the SC is a big worry. But do carry on.",1
"AJAJAJAJAJAJAJA NOOOO "" mi primo me respeta""",1
"Siempre tuvo la frente muy alta, la lengua muy larga y la falda muy corta",1
"For the first time I donated to a political campaign, three in fact! We cant be mad good people dont run if we arent willing to help and support them when they do. women, man. republicans, democrat. I should have done more, but it felt good getting involved.",0
Otto Granados dijo que la modalidad de clases a distancia en RD es atractiva a los estudiantes y manteniendo la concentracin en las clases impartidas.,0
"You shouldn't defend putting aluminum in your body, period. Do you want your unborn baby filled with aluminum? Vaccines have NEVER been proven safe for Pregnant Women",0
The gist of his spiel was that young men shouldn't do naseeha to women when they are dressed inappropriately. That only people like him should do the naseeha. He is quite the clown if I do say. .,1
Derechos de las mujeres?? Asesinar a un ser humano que llevan en su interior?? Y los derechos de los no nacidos?? Pues tambin abortarn nias! Y ah? Tanto feminismo y tanta bazofia...ES UN ASESINATO. Con su cuerpo q hagan lo que quieran pero con el cuerpo que llevan dentro no!,1
lolz,0
"Acabo de ver las ilustraciones que tienen indignada a mucha gente.Me parece que estn jodiendo por joder, que en ocasiones el man ilustra cosas que le dicen otras mujeres y ustedes no saben leer y creen que se lo invent todo l",0
Just a lovely woman. as well I appreciate all the spank material she provided me as a year old boy.,1
i hate women kill all women,1
"Nadir est hablando de ideologas, hay que ser muy obtuso para llamar ideologia a las leyes con perspectiva de gnero para detener la violencia contra las mujeres y las conductas machistas; no tiene nada que ver una ideologa, a menos q creas q el machismo es una ideologia",0
I have a no woke feminazi racist friend rule so this will work out well for both of us,1
"Unknowingly I called some girl **** this and that but please don't call me Sexist. Doesn't this Apology sound like this ?Rest, okay she apologized. But half heartdly. Still apology accepted. Now Good Riddance.",1
Is advise her to leave her marriage and home. Nigerian women who are honestly incapable of living without a man an abusive one at that cannot be advised such. I just pray he doesnt beat her to death one day. She even has a lackadaisical attitude about it so me,1
"A ver si lo entiendo... azotar a Maril Montero, bien. Tirar ladrillazo, (como las lapidaciones a mujeres en pases) si la hacen los lgtbizkrmj y su minigtra, bien.Llamar ""rata"" al macho alfa, mal.",1
"Sii, vi las noticias de Mexico sobre cmo las mujeres tomaron un ministerio, creo, espero no estar equivocada?( en esos casos es completamente justificado, aunque an as no me gusta, pero no creo que sea algo que las personas deberan de cuestionar si no entienden las causas",0
This already looks SO BEAUTIFUL i can't wait!!!!,0
"Me met a un grupo de ""feminismo antiespecista"" en facebook re contenta porque por fin hicieran algo as y la administradora es re jajajajajaja qu desgracia que hasta los espacios feministas sean para cuidarle el culo a los hombres",1
Su boca me da cosita unu est muy raro. Tiene pinta de que lo han acusado de acoso sexual,1
"Ahhhhhh so you just admitted women make the easiest things so complicated, i shouldn't have to complete a Rubik's Cube in order to know if a girl like me or not",1
"Fui pixel crush de mis moots cuando sub por primera vez una foto ma y en ese mismo da me hicieron sentir bella. Amo que me digan que soy una chica muy amable y bella persona por mis tuits tan ""lindos"", gracias por eso. Hace ms de meses conoc a el grupo de las canceladas+",0
JAJAJAJAJAJAJAJAJAJJAA FULL CULO PATIN,0
"- than men, which seems odd to me considering men are the ones who have caused so much destruction around the world whilst women are often the ones suffering. Don't get me wrong, I'm proud of my faith but there are a lot of things I question that I'm yet to get sound answers to!",0
"Generaciones criadas por mujeres, padres ausentes, fsica y/o emocionalmente. Una economa de supervivencia, una sociedad del slvese quien pueda, conlleva su costo: machitos y/o puerarcas, y mujeres desquiciadas y obesas.",1
"the punchline of this classic white feminism joke is that the listener of the joke is sexist, but it is actually problematic because it assumes cisheteronormativity and fails to recognize recent advances in reproductive science, in this essay i will",1
Qu es majors? Conozco majorettes. Por qu vas a criticar majorettes?,0
Odio a las mujeres,1
todo es culpa del hembrismo,1
Who is defending a gold digger??? Im sorry someone hurt you. We are not all bad. Virtual hug,0
Happy summer day (very hot) in a very short skirt and boots.,0
"I dont blame the females cause they aint ask for that shit...These niggas really be out here on some little boy shit in love with women! Doing the same shit with all of em, shit be super whack! I hate to see shit like that!",1
"Todos en plan ""hay que ensearle a nuestras hijas para que se protejan de desconocidos"", pero ninguno quiere ensearle a sus hijos que no deben violar ni asesinar mujeres. Literal toda la enseanza que nos dan es para evitar problemas y no crear hombres decentes que no nos daen.",1
Call me whatever you want. Youre ideology is sexist.,1
"Hoy quiero saludar con mucho respeto a todas las personas discapacitadas o en condicin de movilidad reducida en este da mundial dnde se les hace un homenaje, hombres y mujeres valientes que no se dejan amilanar por esta condicin o estilo de vida Feliz Da!",0
"Maana mismo me vuelvo al Leroy Merln a devolver todos los regalos que he comprado para mis chicas. Gracias, !!",0
They dont even wanna acknowledge that but were supposed to break from and destroy some system of misandry for them,0
"Ayer le contaba a una amiga que hace aos que no follo con mi mujer , yo creo que ella se masturba para no tener que follar con un micropene impotente y precoz como yo, pero mi amiga cree que adems me pone los cuernos",1
Why do yall only like my shoots when my tits are out?,1
"Yo estoy tranquilazo, mamu. La nica que est nerviosa ac sos vos, que ests desde hoy atomizando y metindote con mi mujer. No s qu tiene que ver mi vecino en esto, mepa que ests proyectando una fantasa reprimida ah.",0
You look like a east side whore LMFAOO,1
"I mean, once upon a time, there actually was a men's movement that worked in tandem with the women's movement. Now we don't seem to have much of anything, lol. I'm not sure I'd want anything influenced and guided by mainstream feminism.",1
"exacto, yo como feminista que soy, y que he aprendido de varias mujeres en mi vida que me han ayudado a ejercer el tema con inteligencia comparto mi opinin, y creeme que con el paso del tiempo la definicin del feminismo se ha ido distorsionando o incluso creando ramas de esta",0
"busco mujer q quiera ser felizrequisistos para estar con santi dumrauf:*edad:16-30*estatura:1,60-1.79*tetas y culo me da igual*q se lave los dientes*q sea de sagitario libra acuario aries o virgo (mm)*q le guste follar duro y salvaje y tambin tierno y mimoso.",1
i don't think misandry is real.,0
"diciendo to lo k dices d una xika q vende sus fotos, luces como la mojigata d la clase q t llamaba puta x follar en el instituto",1
